"PVWatts: Hourly PV Performance Data"
"Requested Location:","140 Gulf St Milford CT"
"Location:","Lat, Lon: 41.21, -73.06"
"Lat (deg N):","41.21"
"Long (deg W):","73.06"
"Elev (m):","24.272727966309"
"DC System Size (kW):","52.6"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","182"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.159"
"Capacity Factor (%)","14.8"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","17","4","0","0","0","2","0","0","0","0"
"3","17","5","0","0","0","2","0","0","0","0"
"3","17","6","148","33","0","2","51.909","-0.722","2194.307","1884.783"
"3","17","7","550","78","2","2","275.155","7.779","12138.69","11599.941"
"3","17","8","387","160","4","1","391.714","15.882","18071.918","17363.109"
"3","17","9","825","110","5","1","732.075","27.845","32368.846","31148.029"
"3","17","10","536","230","7","1","721.314","30.94","31635.748","30444.699"
"3","17","11","539","257","8","0","792.485","39.939","33282.766","32024.307"
"3","17","12","545","252","9","0","795.141","41.352","33156.965","31903.721"
"3","17","13","546","227","9","0","734","39.503","30865.91","29705.713"
"3","17","14","821","112","8","1","746.86","32.628","32310.088","31091.672"
"3","17","15","725","100","7","1","536.92","25.569","23576.502","22687.666"
"3","17","16","578","74","6","1","297.987","16.214","12803.066","12246.513"
"3","17","17","235","31","4","1","67.719","5.345","2626.41","2308.378"
"3","17","18","0","0","2","1","0","2","0","0"
"3","17","19","0","0","1","1","0","1","0","0"
"3","17","20","0","0","1","1","0","1","0","0"
"3","17","21","0","0","0","2","0","0","0","0"
"3","17","22","0","0","0","2","0","0","0","0"
"3","17","23","0","0","0","1","0","0","0","0"
"3","18","0","0","0","0","1","0","0","0","0"
"3","18","1","0","0","0","1","0","0","0","0"
"3","18","2","0","0","0","1","0","0","0","0"
"3","18","3","0","0","0","1","0","0","0","0"
"3","18","4","0","0","1","1","0","1","0","0"
"3","18","5","0","0","1","2","0","1","0","0"
"3","18","6","150","35","2","2","53.985","1.557","2271.328","1960.297"
"3","18","7","446","96","3","2","257.986","8.301","11531.019","11008.282"
"3","18","8","598","134","5","2","485.762","17.268","22162.926","21322.363"
"3","18","9","589","170","7","2","628.554","23.786","28374.316","27311.098"
"3","18","10","571","220","8","3","741.881","25.781","33349.449","32088.221"
"3","18","11","450","293","9","3","750.211","27.228","33534.723","32265.781"
"3","18","12","523","263","9","4","787.754","26.339","35361.227","34014.957"
"3","18","13","425","279","9","4","685.777","24.224","31069.164","29900.863"
"3","18","14","569","177","9","4","628.62","22.78","28539.26","27469.758"
"3","18","15","383","165","8","3","406.273","17.825","18641.318","17914.879"
"3","18","16","347","110","7","3","249.11","12.426","11181.737","10668.087"
"3","18","17","100","36","6","3","52.207","6.117","2265.243","1954.332"
"3","18","18","0","0","5","3","0","5","0","0"
"3","18","19","0","0","5","3","0","5","0","0"
"3","18","20","0","0","5","3","0","5","0","0"
"3","18","21","0","0","5","3","0","5","0","0"
"3","18","22","0","0","4","2","0","4","0","0"
"3","18","23","0","0","4","2","0","4","0","0"
"3","19","0","0","0","3","2","0","3","0","0"
"3","19","1","0","0","3","2","0","3","0","0"
"3","19","2","0","0","3","2","0","3","0","0"
"3","19","3","0","0","4","1","0","4","0","0"
"3","19","4","0","0","4","1","0","4","0","0"
"3","19","5","0","0","4","1","0","4","0","0"
"3","19","6","0","0","4","0","0","4","0","0"
"3","19","7","0","3","5","0","2.838","0.65","142.945","0"
"3","19","8","200","193","5","0","312.378","15.279","14567.431","13962.077"
"3","19","9","0","79","5","1","75.117","6.68","3687.154","3347.678"
"3","19","10","0","77","5","2","73.26","5.166","3619.568","3281.482"
"3","19","11","0","151","4","2","145.354","6.201","7149.535","6734.527"
"3","19","12","1","163","4","2","158.211","6.836","7760.596","7331.378"
"3","19","13","1","171","4","1","166.235","7.87","8117.598","7679.957"
"3","19","14","8","196","4","1","197.206","8.956","9582.12","9108.978"
"3","19","15","15","164","4","0","168.776","10.504","8133.745","7695.72"
"3","19","16","0","95","3","0","91.964","5.906","4529.223","4172.157"
"3","19","17","0","22","2","0","20.857","-0.146","1054.023","766.316"
"3","19","18","0","0","2","0","0","2","0","0"
"3","19","19","0","0","2","1","0","2","0","0"
"3","19","20","0","0","3","1","0","3","0","0"
"3","19","21","0","0","3","1","0","3","0","0"
"3","19","22","0","0","2","1","0","2","0","0"
"3","19","23","0","0","2","2","0","2","0","0"
"3","20","0","0","0","2","2","0","2","0","0"
"3","20","1","0","0","1","3","0","1","0","0"
"3","20","2","0","0","0","3","0","0","0","0"
"3","20","3","0","0","0","3","0","0","0","0"
"3","20","4","0","0","0","3","0","0","0","0"
"3","20","5","0","0","0","3","0","0","0","0"
"3","20","6","0","2","0","3","1.89","-1.924","96.201","0"
"3","20","7","0","11","1","3","10.412","-0.692","527.391","249.45"
"3","20","8","48","186","2","3","214.12","5.47","10517.1","10020.499"
"3","20","9","43","247","3","2","282.824","9.584","13693.597","13112.688"
"3","20","10","134","332","4","2","468.876","15.92","22081.979","21244.139"
"3","20","11","2","175","4","1","171.028","9.783","8282.207","7840.651"
"3","20","12","26","290","5","1","310.554","13.707","14779.306","14167.943"
"3","20","13","150","333","5","1","486.325","20.007","22482.121","21630.783"
"3","20","14","0","82","4","1","77.979","6.789","3825.833","3483.495"
"3","20","15","351","174","4","1","391.319","14.84","18219.813","17506.447"
"3","20","16","305","109","3","1","229.055","10.279","10415.442","9921.423"
"3","20","17","299","35","2","1","80.112","3.355","3071.93","2744.988"
"3","20","18","0","0","1","2","0","1","0","0"
"3","20","19","0","0","0","3","0","0","0","0"
"3","20","20","0","0","0","3","0","0","0","0"
"3","20","21","0","0","0","3","0","0","0","0"
"3","20","22","0","0","0","3","0","0","0","0"
"3","20","23","0","0","-1","3","0","-1","0","0"
"3","21","0","0","0","-2","3","0","-2","0","0"
"3","21","1","0","0","-2","3","0","-2","0","0"
"3","21","2","0","0","-2","3","0","-2","0","0"
"3","21","3","0","0","-2","3","0","-2","0","0"
"3","21","4","0","0","-3","2","0","-3","0","0"
"3","21","5","0","0","-2","2","0","-2","0","0"
"3","21","6","358","36","-1","2","81.044","-0.95","3033.239","2707.077"
"3","21","7","693","70","0","2","325.249","7.307","14344.173","13745.115"
"3","21","8","832","90","1","2","576.977","16.067","26388.994","25399.908"
"3","21","9","905","102","3","1","792.955","28.598","34959.652","33630.59"
"3","21","10","950","106","4","0","945.564","41.354","39372.191","37847.844"
"3","21","11","560","254","5","0","813.575","39.172","34304.617","33003.371"
"3","21","12","663","215","6","0","873.474","41.123","36467.598","35073.348"
"3","21","13","650","198","6","0","801.003","39.28","33722.578","32445.791"
"3","21","14","657","151","5","0","673.464","34.014","28971.896","27885.82"
"3","21","15","398","166","5","1","417.033","19.67","18978.391","18241.408"
"3","21","16","728","48","3","1","328.053","13.628","14089.947","13498.018"
"3","21","17","161","36","1","2","61.7","1.784","2594.676","2277.274"
"3","21","18","0","0","0","2","0","0","0","0"
"3","21","19","0","0","0","2","0","0","0","0"
"3","21","20","0","0","0","2","0","0","0","0"
"3","21","21","0","0","0","2","0","0","0","0"
"3","21","22","0","0","0","3","0","0","0","0"
"3","21","23","0","0","0","3","0","0","0","0"
"3","22","0","0","0","0","3","0","0","0","0"
"3","22","1","0","0","0","3","0","0","0","0"
"3","22","2","0","0","0","3","0","0","0","0"
"3","22","3","0","0","0","3","0","0","0","0"
"3","22","4","0","0","0","3","0","0","0","0"
"3","22","5","0","0","0","3","0","0","0","0"
"3","22","6","121","38","0","2","53.274","-0.746","2332.131","2019.908"
"3","22","7","163","117","2","2","177.249","5.024","8391.953","7947.776"
"3","22","8","0","88","4","2","83.755","4.845","4143.786","3794.833"
"3","22","9","66","265","5","2","319.007","12.097","15270.679","14645.26"
"3","22","10","242","332","6","2","562.719","20.516","25946.662","24973.715"
"3","22","11","489","284","7","2","780.745","28.001","34774.184","33453.027"
"3","22","12","467","299","7","2","777.69","28.621","34536.902","33225.824"
"3","22","13","19","256","7","2","268.034","15.148","12672.871","12119.83"
"3","22","14","0","152","7","2","146.575","9.97","7092.258","6678.568"
"3","22","15","28","179","6","2","196.625","9.921","9491.143","9020.25"
"3","22","16","80","116","5","2","145.744","7.678","6951.272","6540.818"
"3","22","17","311","37","4","3","84.224","4.611","3218.884","2888.973"
